away_team,home_team,game,minimum_line,away_expected,home_expected,total_expected,game_tempo,simulations,hits,mc_probability,avg_simulated_total,std_simulated_total,percentile_5,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95,mc_decision,confidence_level,flag_count,floor_safe,risk_flags,away_ortg,away_drtg,home_ortg,home_drtg,flags,away_injuries,home_injuries,actual_total,hit,estimated_vegas
Sacramento Kings,Minnesota Timberwolves,Sacramento Kings @ Minnesota Timberwolves,211.89999999999998,124.2,145.8,270.0,101.0,1000,998,99.8,266.1,17.0,236.8,243.7,255.1,278.0,287.8,291.5,STRONG_YES,ELITE_CLEAN,0,True,[],109.9,121.0,118.1,112.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],234.0,True,231.89999999999998
Portland Trail Blazers,Houston Rockets,Portland Trail Blazers @ Houston Rockets,221.6,129.5,147.5,277.0,99.4,1000,998,99.8,272.6,17.7,240.9,248.3,261.3,285.6,295.2,299.5,MAYBE,FLAG_CAUTION,1,True,['🐢 Houston Rockets slow pace (96.4)'],116.2,118.2,124.2,112.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],256.0,True,241.6
Los Angeles Lakers,New Orleans Pelicans,Los Angeles Lakers @ New Orleans Pelicans,207.89999999999998,141.9,128.1,270.0,99.8,1000,998,99.8,266.2,19.3,234.6,239.6,253.1,279.7,291.0,297.0,MAYBE,FLAG_CAUTION,1,True,['🎲 New Orleans Pelicans high variance (±13.0)'],117.1,114.4,110.9,122.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],222.0,True,227.89999999999998
Miami Heat,New York Knicks,Miami Heat @ New York Knicks,224.2,136.7,138.5,275.2,102.2,1000,993,99.3,272.1,19.0,239.2,246.2,259.8,286.0,296.7,302.6,MAYBE,FLAG_CAUTION,1,True,['🎲 Miami Heat high variance (±13.3)'],116.7,111.1,120.7,115.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],272.0,True,244.2
Los Angeles Clippers,Dallas Mavericks,Los Angeles Clippers @ Dallas Mavericks,201.3,125.6,127.3,252.9,99.6,1000,989,98.9,251.4,20.2,218.0,226.4,237.7,265.4,277.3,282.9,MAYBE,MULTI_FLAG_HIGH,3,True,"['🐢 Los Angeles Clippers slow pace (96.6)', '🎲 Los Angeles Clippers high variance (±13.0)', '🎲 Dallas Mavericks high variance (±13.1)']",114.4,119.9,105.3,111.1,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],260.0,True,221.3
Golden State Warriors,San Antonio Spurs,Golden State Warriors @ San Antonio Spurs,214.1,127.5,136.0,263.5,100.0,1000,994,99.4,261.1,18.1,230.5,237.1,248.8,273.9,284.4,291.1,STRONG_YES,ELITE_CLEAN,0,True,[],114.5,113.6,118.4,112.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],217.0,True,234.1
Brooklyn Nets,Orlando Magic,Brooklyn Nets @ Orlando Magic,207.5,125.9,144.7,270.6,99.0,1000,1000,100.0,266.7,16.2,238.5,244.8,256.2,279.2,286.7,291.0,MAYBE,FLAG_CAUTION,1,True,['🐢 Brooklyn Nets slow pace (97.5)'],112.0,122.8,117.8,114.5,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],203.0,False,227.5
Charlotte Hornets,Milwaukee Bucks,Charlotte Hornets @ Milwaukee Bucks,212.7,135.9,140.0,275.9,99.7,1000,998,99.8,272.4,18.9,240.1,246.5,259.1,287.2,294.8,301.0,MAYBE,FLAG_CAUTION,1,True,['🎲 Milwaukee Bucks high variance (±12.8)'],116.4,120.7,115.1,117.9,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],281.0,True,232.7
Indiana Pacers,Cleveland Cavaliers,Indiana Pacers @ Cleveland Cavaliers,209.3,121.5,142.4,263.9,101.2,1000,991,99.1,259.6,18.8,226.8,234.9,248.0,272.7,283.9,289.4,MAYBE,FLAG_CAUTION,1,True,['🎲 Cleveland Cavaliers high variance (±12.8)'],107.5,119.5,116.5,112.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],229.0,True,229.3
Brooklyn Nets,Boston Celtics,Brooklyn Nets @ Boston Celtics,203.8,124.1,144.4,268.6,97.4,1000,1000,100.0,264.3,16.5,235.3,240.9,254.0,276.5,284.5,288.4,MAYBE,MULTI_FLAG_HIGH,2,True,"['🐢 BOTH teams slow pace (97.5 & 95.9)', '🎲 Boston Celtics high variance (±12.3)']",112.0,122.8,119.5,114.7,"{'slow_pace_game': True, 'both_slow_pace': True, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],218.0,True,223.8
Washington Wizards,Toronto Raptors,Washington Wizards @ Toronto Raptors,213.3,123.2,152.2,275.4,101.2,1000,999,99.9,269.7,15.6,242.4,249.4,259.5,281.2,288.9,293.1,STRONG_YES,ELITE_CLEAN,0,True,[],109.0,124.7,119.4,112.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],250.0,True,233.3
Miami Heat,Chicago Bulls,Miami Heat @ Chicago Bulls,225.2,142.6,135.0,277.5,103.6,1000,993,99.3,273.8,18.1,240.8,248.6,262.4,287.0,296.1,301.1,MAYBE,FLAG_CAUTION,1,True,['🎲 Miami Heat high variance (±13.3)'],116.7,111.1,115.9,118.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],250.0,True,245.2
New Orleans Pelicans,Dallas Mavericks,New Orleans Pelicans @ Dallas Mavericks,200.1,123.0,131.1,254.0,100.6,1000,994,99.4,251.2,20.2,217.0,224.8,237.6,265.7,277.7,283.2,MAYBE,MULTI_FLAG_HIGH,3,True,"['⚠️ Both teams mediocre offense (110.9 vs 105.3)', '🎲 New Orleans Pelicans high variance (±13.0)', '🎲 Dallas Mavericks high variance (±13.1)']",110.9,122.3,105.3,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': True, 'high_variance': np.True_, 'injury_concern': False}",[],[],233.0,True,220.1
Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves @ Phoenix Suns,216.7,133.2,133.9,267.1,100.0,1000,997,99.7,264.3,17.5,233.9,241.3,252.5,276.9,286.8,292.7,STRONG_YES,ELITE_CLEAN,0,True,[],118.1,112.8,117.4,113.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],227.0,True,236.7
Denver Nuggets,Houston Rockets,Denver Nuggets @ Houston Rockets,226.1,136.8,140.9,277.7,98.2,1000,995,99.5,274.8,16.5,245.5,252.1,263.3,287.3,294.9,299.1,MAYBE,FLAG_CAUTION,1,True,['🐢 Houston Rockets slow pace (96.4)'],124.3,114.3,124.2,112.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],221.0,False,246.1
Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder @ Utah Jazz,220.7,145.9,120.6,266.5,100.4,1000,962,96.2,262.5,21.7,224.0,235.1,248.5,277.7,290.8,298.9,MAYBE,MULTI_FLAG_HIGH,2,True,"['🛡️ Oklahoma City Thunder elite defense (DRtg: 104.0)', '🎲 Utah Jazz high variance (±17.1)']",120.7,104.0,114.0,121.2,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': True, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],256.0,True,240.7
Indiana Pacers,Cleveland Cavaliers,Indiana Pacers @ Cleveland Cavaliers,209.3,121.5,142.4,263.9,101.2,1000,995,99.5,260.2,19.0,227.6,235.0,247.5,273.8,284.9,289.1,MAYBE,FLAG_CAUTION,1,True,['🎲 Cleveland Cavaliers high variance (±12.8)'],107.5,119.5,116.5,112.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],229.0,True,229.3
Brooklyn Nets,Boston Celtics,Brooklyn Nets @ Boston Celtics,203.8,124.1,144.4,268.6,97.4,1000,1000,100.0,265.2,17.1,234.6,241.2,253.9,277.9,286.8,290.9,MAYBE,MULTI_FLAG_HIGH,2,True,"['🐢 BOTH teams slow pace (97.5 & 95.9)', '🎲 Boston Celtics high variance (±12.3)']",112.0,122.8,119.5,114.7,"{'slow_pace_game': True, 'both_slow_pace': True, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],218.0,True,223.8
Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder @ Utah Jazz,220.7,145.9,120.6,266.5,100.4,1000,970,97.0,263.3,21.1,225.8,235.8,248.3,278.7,290.6,296.9,MAYBE,MULTI_FLAG_HIGH,2,True,"['🛡️ Oklahoma City Thunder elite defense (DRtg: 104.0)', '🎲 Utah Jazz high variance (±17.1)']",120.7,104.0,114.0,121.2,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': True, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],256.0,True,240.7
Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers @ Golden State Warriors,215.1,132.5,138.4,270.9,101.1,1000,996,99.6,266.5,18.0,237.1,243.3,254.3,279.4,289.8,295.3,STRONG_YES,ELITE_CLEAN,0,True,[],116.2,118.2,114.5,113.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],250.0,True,235.1
Denver Nuggets,Houston Rockets,Denver Nuggets @ Houston Rockets,226.1,136.8,140.9,277.7,98.2,1000,999,99.9,274.8,15.8,246.4,252.6,264.7,286.0,294.4,299.7,MAYBE,FLAG_CAUTION,1,True,['🐢 Houston Rockets slow pace (96.4)'],124.3,114.3,124.2,112.9,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],221.0,False,246.1
Minnesota Timberwolves,Phoenix Suns,Minnesota Timberwolves @ Phoenix Suns,216.7,133.2,133.9,267.1,100.0,1000,993,99.3,264.0,18.0,232.5,240.8,251.8,276.6,286.5,292.5,STRONG_YES,ELITE_CLEAN,0,True,[],118.1,112.8,117.4,113.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],227.0,True,236.7
New Orleans Pelicans,Dallas Mavericks,New Orleans Pelicans @ Dallas Mavericks,200.1,123.0,131.1,254.0,100.6,1000,989,98.9,250.1,20.6,215.8,223.7,236.6,264.4,276.5,283.9,MAYBE,MULTI_FLAG_HIGH,3,True,"['⚠️ Both teams mediocre offense (110.9 vs 105.3)', '🎲 New Orleans Pelicans high variance (±13.0)', '🎲 Dallas Mavericks high variance (±13.1)']",110.9,122.3,105.3,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': True, 'high_variance': np.True_, 'injury_concern': False}",[],[],233.0,True,220.1
Miami Heat,Chicago Bulls,Miami Heat @ Chicago Bulls,225.2,142.6,135.0,277.5,103.6,1000,993,99.3,273.7,17.7,242.6,249.7,262.8,286.8,295.1,300.4,MAYBE,FLAG_CAUTION,1,True,['🎲 Miami Heat high variance (±13.3)'],116.7,111.1,115.9,118.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],250.0,True,245.2
Washington Wizards,Toronto Raptors,Washington Wizards @ Toronto Raptors,213.3,123.2,152.2,275.4,101.2,1000,1000,100.0,270.4,15.0,244.8,251.2,260.8,281.0,289.1,294.1,STRONG_YES,ELITE_CLEAN,0,True,[],109.0,124.7,119.4,112.5,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],250.0,True,233.3
Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers @ Golden State Warriors,215.1,132.5,138.4,270.9,101.1,1000,996,99.6,267.4,18.1,234.9,243.5,255.1,280.7,289.6,295.7,STRONG_YES,ELITE_CLEAN,0,True,[],116.2,118.2,114.5,113.6,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],250.0,True,235.1
Toronto Raptors,Atlanta Hawks,Toronto Raptors @ Atlanta Hawks,217.7,135.3,133.2,268.5,100.8,1000,994,99.4,266.2,17.3,236.3,242.7,254.9,278.7,288.3,293.2,STRONG_YES,ELITE_CLEAN,0,True,[],119.4,112.5,116.2,113.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],206.0,False,237.7
Boston Celtics,Orlando Magic,Boston Celtics @ Orlando Magic,212.89999999999998,133.5,134.4,267.9,98.3,1000,995,99.5,265.6,18.9,232.6,239.9,253.7,278.8,289.4,295.7,MAYBE,MULTI_FLAG_HIGH,2,True,"['🐢 Boston Celtics slow pace (95.9)', '🎲 Boston Celtics high variance (±12.3)']",119.5,114.7,117.8,114.5,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],233.0,True,232.89999999999998
Toronto Raptors,Atlanta Hawks,Toronto Raptors @ Atlanta Hawks,217.7,135.3,133.2,268.5,100.8,1000,995,99.5,265.0,17.3,235.3,241.3,253.7,277.2,286.7,291.6,STRONG_YES,ELITE_CLEAN,0,True,[],119.4,112.5,116.2,113.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],206.0,False,237.7
Detroit Pistons,Brooklyn Nets,Detroit Pistons @ Brooklyn Nets,208.8,143.1,125.3,268.4,99.3,1000,998,99.8,265.2,16.2,236.9,244.7,254.7,276.1,285.3,289.7,MAYBE,FLAG_CAUTION,1,True,['🐢 Brooklyn Nets slow pace (97.5)'],118.2,111.3,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],232.0,True,228.8
Houston Rockets,San Antonio Spurs,Houston Rockets @ San Antonio Spurs,220.6,136.1,132.9,269.0,98.3,1000,994,99.4,265.6,16.9,236.0,243.8,254.8,277.3,287.4,292.0,MAYBE,FLAG_CAUTION,1,True,['🐢 Houston Rockets slow pace (96.4)'],124.2,112.9,118.4,112.3,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],231.0,True,240.6
Charlotte Hornets,Miami Heat,Charlotte Hornets @ Miami Heat,220.10000000000002,130.9,145.1,276.0,102.0,1000,995,99.5,271.8,18.0,240.4,247.9,260.0,284.4,294.8,299.6,MAYBE,FLAG_CAUTION,1,True,['🎲 Miami Heat high variance (±13.3)'],116.4,120.7,116.7,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],234.0,True,240.10000000000002
Chicago Bulls,Milwaukee Bucks,Chicago Bulls @ Milwaukee Bucks,217.8,137.6,140.0,277.6,101.4,1000,998,99.8,273.4,17.8,241.9,250.6,261.2,286.7,296.1,301.4,MAYBE,FLAG_CAUTION,1,True,['🎲 Milwaukee Bucks high variance (±12.8)'],115.9,118.7,115.1,117.9,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],236.0,True,237.8
Utah Jazz,Minnesota Timberwolves,Utah Jazz @ Minnesota Timberwolves,217.7,128.9,146.1,275.0,101.0,1000,994,99.4,271.8,20.3,237.2,244.5,258.2,287.5,297.4,304.5,MAYBE,FLAG_CAUTION,1,True,['🎲 Utah Jazz high variance (±17.1)'],114.0,121.2,118.1,112.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],234.0,True,237.7
Golden State Warriors,Denver Nuggets,Golden State Warriors @ Denver Nuggets,219.6,129.7,142.5,272.3,99.9,1000,995,99.5,269.3,17.2,239.5,246.5,257.7,281.6,291.0,297.1,STRONG_YES,ELITE_CLEAN,0,True,[],114.5,113.6,124.3,114.3,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],233.0,True,239.6
Oklahoma City Thunder,Sacramento Kings,Oklahoma City Thunder @ Sacramento Kings,214.89999999999998,145.6,116.3,261.9,100.4,1000,991,99.1,257.3,17.3,227.2,234.3,246.4,269.7,278.6,283.7,MAYBE,MULTI_FLAG_HIGH,2,True,"['🛡️ Oklahoma City Thunder elite defense (DRtg: 104.0)', '⚡ Road elite D vs mediocre home O - under risk']",120.7,104.0,109.9,121.0,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': True, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],233.0,True,234.89999999999998
Cleveland Cavaliers,Washington Wizards,Cleveland Cavaliers @ Washington Wizards,211.7,146.4,126.1,272.5,101.5,1000,1000,100.0,268.1,17.6,237.8,245.1,255.8,280.9,289.9,294.1,MAYBE,FLAG_CAUTION,1,True,['🎲 Cleveland Cavaliers high variance (±12.8)'],116.5,112.6,109.0,124.7,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],263.0,True,231.7
Detroit Pistons,Brooklyn Nets,Detroit Pistons @ Brooklyn Nets,208.8,143.1,125.3,268.4,99.3,1000,998,99.8,265.0,16.2,237.4,243.7,253.7,276.9,285.6,290.0,MAYBE,FLAG_CAUTION,1,True,['🐢 Brooklyn Nets slow pace (97.5)'],118.2,111.3,112.0,122.8,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.False_, 'injury_concern': False}",[],[],232.0,True,228.8
Dallas Mavericks,Memphis Grizzlies,Dallas Mavericks @ Memphis Grizzlies,201.8,122.6,126.7,249.3,101.4,1000,990,99.0,246.5,19.5,214.2,220.9,232.9,260.7,271.4,276.6,MAYBE,MULTI_FLAG_HIGH,2,True,"['⚠️ Both teams mediocre offense (105.3 vs 111.2)', '🎲 Dallas Mavericks high variance (±13.1)']",105.3,111.1,111.2,115.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': True, 'high_variance': np.True_, 'injury_concern': False}",[],[],222.0,True,221.8
Charlotte Hornets,Miami Heat,Charlotte Hornets @ Miami Heat,220.10000000000002,130.9,145.1,276.0,102.0,1000,999,99.9,271.6,18.8,238.1,245.2,259.0,285.9,295.4,299.5,MAYBE,FLAG_CAUTION,1,True,['🎲 Miami Heat high variance (±13.3)'],116.4,120.7,116.7,111.1,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],234.0,True,240.10000000000002
Dallas Mavericks,Memphis Grizzlies,Dallas Mavericks @ Memphis Grizzlies,201.8,122.6,126.7,249.3,101.4,1000,990,99.0,246.6,19.4,215.1,221.8,233.3,260.0,272.1,278.8,MAYBE,MULTI_FLAG_HIGH,2,True,"['⚠️ Both teams mediocre offense (105.3 vs 111.2)', '🎲 Dallas Mavericks high variance (±13.1)']",105.3,111.1,111.2,115.8,"{'slow_pace_game': False, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': True, 'high_variance': np.True_, 'injury_concern': False}",[],[],222.0,True,221.8
Houston Rockets,San Antonio Spurs,Houston Rockets @ San Antonio Spurs,220.6,136.1,132.9,269.0,98.3,1000,990,99.0,265.8,17.5,236.7,242.4,254.0,278.6,288.1,292.7,MAYBE,FLAG_CAUTION,1,True,['🐢 Houston Rockets slow pace (96.4)'],124.2,112.9,118.4,112.3,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': False, 'injury_concern': False}",[],[],231.0,True,240.6
Boston Celtics,Orlando Magic,Boston Celtics @ Orlando Magic,212.89999999999998,133.5,134.4,267.9,98.3,1000,993,99.3,263.6,18.6,231.3,238.3,250.9,277.2,287.8,292.7,MAYBE,MULTI_FLAG_HIGH,2,True,"['🐢 Boston Celtics slow pace (95.9)', '🎲 Boston Celtics high variance (±12.3)']",119.5,114.7,117.8,114.5,"{'slow_pace_game': True, 'both_slow_pace': False, 'elite_defense_involved': False, 'both_bad_offense': False, 'high_variance': np.True_, 'injury_concern': False}",[],[],233.0,True,232.89999999999998
